StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q2_5_TEXT,Q3,Q4,Q4_7_TEXT,Q5,Q5_5_TEXT,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q11_2,Q11_3,Q11_4,Q12_1,Q12_2,Q12_3,Q13_1,Q13_2,Q13_3,Q13_4,Q14_1,Q14_2,Q14_3,Q14_4,Q15_1,Q15_2,Q15_3,Q15_4,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q17_1,Q17_2,Q17_3,Q17_4,Q18_1,Q18_2,Q18_3,Q18_4,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6
2024-03-25 13:17:41,2024-03-25 13:20:41,IP Address,76.38.48.152,100,179,True,2024-03-25 13:20:41,R_2gu7pSQycmqxYbZ,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Five-semester,5th,Rarely,Never,Rarely,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Always,Always,Always,Rarely,Never,Never,Never,Always,Sometimes,Always,Frequently,Never,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Frequently,Frequently,Always,Rarely,Always,Always,Always,Sometimes,Frequently,Frequently,Frequently,Always,Frequently,Sometimes
2024-03-25 13:41:56,2024-03-25 13:45:50,IP Address,152.20.103.115,100,234,True,2024-03-25 13:45:51,R_21EDeswk7YvD6Zr,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Other:,Prefer not to say,Single,,No,,Four-semester,1st,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Rarely,Never,Always,Always,Rarely,Always,Sometimes,Rarely,Sometimes,Frequently,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Rarely,Always,Sometimes,Frequently,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently
2024-03-25 14:14:57,2024-03-25 14:20:02,IP Address,152.20.180.2,100,304,True,2024-03-25 14:20:03,R_42EFWhSGzs5dd7J,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Five-semester,3rd,Frequently,Frequently,Sometimes,Sometimes,Always,Always,Always,Sometimes,Rarely,Rarely,Never,Frequently,Frequently,Sometimes,Always,Frequently,Sometimes,Always,Always,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Frequently,Rarely,Frequently,Frequently,Frequently,Frequently,Always,Sometimes,Sometimes,Frequently,Always,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes
2024-03-25 14:33:24,2024-03-25 14:37:57,IP Address,174.110.104.65,100,272,True,2024-03-25 14:37:57,R_54tGV39B50p3b6p,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Five-semester,5th,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Frequently,Frequently,Frequently,Sometimes,Rarely,Sometimes,Always,Rarely,Rarely,Sometimes,Rarely,Frequently,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Frequently,Rarely,Sometimes,Rarely,Always,Frequently,Rarely,Sometimes,Frequently,Always,Sometimes,Frequently,Frequently,Sometimes,Rarely,Frequently,Sometimes
2024-03-25 14:37:15,2024-03-25 14:56:39,IP Address,173.94.20.130,100,1163,True,2024-03-25 14:56:40,R_3CGZiAkv7yaQQP1,,,,,35.0564,-77.6983,anonymous,EN,I agree,Female,,25-34,Caucasian,,Married,,No,,Four-semester,2nd,Sometimes,Rarely,Never,Rarely,Always,Sometimes,Frequently,Never,Frequently,Frequently,Frequently,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Never,Frequently,Frequently,Always,Always,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Always
2024-03-25 14:13:17,2024-03-25 15:18:47,IP Address,152.20.104.1,100,3930,True,2024-03-25 15:18:48,R_1EcJlKYrepDLSri,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Five-semester,3rd,Frequently,Frequently,Frequently,Rarely,Always,Always,Always,Sometimes,Rarely,Sometimes,Never,Frequently,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Always,Rarely,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Frequently,Rarely,Always,Frequently,Always,Sometimes,Rarely,Frequently,Frequently,Rarely,Rarely,Never,Never,Sometimes,Never,Sometimes,Sometimes
2024-03-25 15:47:24,2024-03-25 15:52:57,IP Address,152.20.180.2,100,332,True,2024-03-25 15:52:57,R_5J1zindPxS3USpH,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Four-semester,1st,Always,Always,Always,Frequently,Always,Always,Always,Never,Rarely,Sometimes,Never,Always,Always,Frequently,Always,Rarely,Always,Sometimes,Frequently,Frequently,Rarely,Frequently,Always,Frequently,Frequently,Sometimes,Sometimes,Always,Frequently,Always,Frequently,Always,Never,Never,Always,Always,Frequently,Frequently,Sometimes,Frequently,Rarely,Sometimes
2024-03-25 16:24:15,2024-03-25 16:28:40,IP Address,152.20.104.253,100,265,True,2024-03-25 16:28:41,R_2O6zvk7GT2EdjxE,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Five-semester,4th,Rarely,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Never,Sometimes,Rarely,Sometimes,Sometimes,Frequently,Rarely,Frequently,Frequently,Frequently,Rarely,Rarely,Sometimes,Frequently,Frequently,Sometimes,Sometimes
2024-03-25 20:06:26,2024-03-25 20:15:37,IP Address,152.20.180.2,100,551,True,2024-03-25 20:15:38,R_2wFFhxX8F1hyMCv,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,Yes,Associates of Art,Four-semester,2nd,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Rarely,Sometimes,Sometimes,Rarely,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Frequently,Sometimes,Frequently,Frequently,Frequently,Sometimes,Sometimes,Frequently,Frequently,Frequently,Sometimes,Never,Sometimes,Sometimes,Frequently
2024-03-26 09:57:31,2024-03-26 10:01:56,IP Address,173.93.27.161,100,265,True,2024-03-26 10:01:57,R_7dxYgAisczO7wey,,,,,34.1632,-77.8723,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Four-semester,2nd,Sometimes,Rarely,Sometimes,Rarely,Always,Sometimes,Frequently,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Frequently,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Frequently,Rarely,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Rarely,Sometimes,Frequently,Always,Rarely,Always,Frequently
2024-03-26 09:57:24,2024-03-26 10:02:19,IP Address,174.110.102.232,100,294,True,2024-03-26 10:02:19,R_5F4Ri79muoeL32h,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Four-semester,2nd,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Frequently,Rarely,Sometimes,Frequently,Rarely,Frequently,Frequently,Frequently,Frequently,Rarely,Rarely,Sometimes,Always,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Always,Always,Frequently,Sometimes,Frequently,Frequently,Frequently,Rarely,Rarely,Sometimes,Sometimes,Never,Frequently
2024-03-26 10:06:58,2024-03-26 10:09:24,IP Address,24.106.183.30,100,145,True,2024-03-26 10:09:25,R_27rG74fIpiIB6tq,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Five-semester,3rd,Sometimes,Rarely,Sometimes,Frequently,Always,Sometimes,Frequently,Rarely,Frequently,Frequently,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Frequently,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Frequently,Sometimes,Rarely,Frequently,Frequently,Frequently,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently
2024-03-26 10:35:37,2024-03-26 10:45:59,IP Address,140.82.218.242,100,622,True,2024-03-26 10:46:00,R_72agzbXLuYFf1Zv,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Four-semester,2nd,Sometimes,Rarely,Sometimes,Sometimes,Frequently,Frequently,Always,Sometimes,Frequently,Frequently,Sometimes,Rarely,Sometimes,Never,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Never,Frequently,Rarely,Sometimes,Rarely,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Rarely
2024-03-26 12:30:17,2024-03-26 12:35:02,IP Address,140.82.218.242,100,285,True,2024-03-26 12:35:03,R_2j9iCLrh4HKdtl9,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Five-semester,3rd,Rarely,Frequently,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Frequently,Frequently,Frequently,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
2024-03-26 14:35:38,2024-03-26 14:39:27,IP Address,152.20.104.1,100,228,True,2024-03-26 14:39:28,R_51NKc5Z3szcpFQx,,,,,34.2243,-77.8849,anonymous,EN,,Female,,18-24,Caucasian,,Single,,No,,Four-semester,2nd,Frequently,Rarely,Rarely,Sometimes,Frequently,Rarely,Sometimes,Always,Sometimes,Frequently,Never,Rarely,Rarely,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Rarely,Never,Never,Frequently,Never,Sometimes,Never,Sometimes,Sometimes,Always,Always,Rarely,Sometimes,Sometimes,Frequently,Rarely,Always,Sometimes,Sometimes,Sometimes,Frequently,Rarely
2024-03-26 22:22:03,2024-03-26 22:31:55,IP Address,70.63.75.99,100,592,True,2024-03-26 22:31:56,R_3dTpahFHZXE3DIn,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Four-semester,2nd,Sometimes,Frequently,Sometimes,Sometimes,Always,Frequently,Frequently,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Frequently,Sometimes,Sometimes,Rarely,Rarely,Always,Always,Frequently,Rarely,Rarely,Rarely,Frequently,Rarely,Rarely,Sometimes,Frequently,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Rarely,Rarely,Sometimes,Frequently,Sometimes,Always
2024-03-25 08:38:22,2024-03-25 08:39:23,IP Address,174.238.107.40,47,60,False,2024-04-01 08:39:30,R_3OVkpWCyYvIPaMH,,,,,,,anonymous,EN,I agree,Female,,18-24,African American,,Single,,Yes,"Associates in Science ",Four-semester,2nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25 09:17:00,2024-03-25 09:19:21,IP Address,152.20.180.2,79,140,False,2024-04-01 09:19:22,R_6hmkVX3Tjsu67Jf,,,,,,,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Four-semester,1st,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Never,Never,Always,Sometimes,Frequently,Never,Sometimes,Rarely,Never,Always,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Sometimes,,,,,,,,,,,,,,,,,,,
2024-03-25 11:41:39,2024-03-25 11:45:10,IP Address,152.20.104.1,79,210,False,2024-04-01 11:45:13,R_7gj9UcyDaAaAs8x,,,,,,,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Four-semester,1st,Never,Never,Never,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,,,,,,,,,,,,,,,,,,,
2024-03-25 12:09:37,2024-03-25 12:10:10,IP Address,76.38.64.134,47,32,False,2024-04-01 12:13:43,R_217xhdCd9mQPJkE,,,,,,,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Five-semester,3rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01 13:04:20,2024-04-01 13:09:24,IP Address,152.20.104.1,100,303,True,2024-04-01 13:09:25,R_5vZZNnYyYnjKRHC,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Five-semester,4th,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Always,Always,Frequently,Frequently,Rarely,Rarely,Rarely,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Frequently,Always,Always,Never,Frequently,Frequently,Always,Rarely,Rarely,Sometimes,Always,Sometimes,Always,Always
2024-04-01 13:05:18,2024-04-01 13:09:33,IP Address,152.20.180.2,100,254,True,2024-04-01 13:09:34,R_2RRm4VetEMELw6a,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Five-semester,4th,Sometimes,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,Frequently,Always,Sometimes,Sometimes,Never,Frequently,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Always,Always,Never,Always,Always,Always,Never,Sometimes,Rarely,Frequently,Frequently,Frequently,Always
2024-04-01 13:07:13,2024-04-01 13:10:11,IP Address,152.20.103.1,100,177,True,2024-04-01 13:10:12,R_1sSzdC2Tz3HiSoM,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,Yes,"Associates of Science ",Five-semester,4th,Frequently,Frequently,Sometimes,Rarely,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Rarely,Always,Always,Sometimes,Frequently,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Always,Sometimes,Sometimes,Frequently,Always,Frequently,Always,Always,Always,Always,Always,Always
2024-04-01 13:07:31,2024-04-01 13:11:38,IP Address,152.20.103.1,100,247,True,2024-04-01 13:11:39,R_3Mb1ECULiMLPOi1,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Five-semester,4th,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Rarely,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Always,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently
2024-04-01 13:08:28,2024-04-01 13:11:43,IP Address,152.20.104.1,100,194,True,2024-04-01 13:11:43,R_6cOepu7RzoDte6d,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,African American,,Single,,Yes,"Bachelors of Science in Clinical Research ",Five-semester,4th,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
2024-04-01 13:07:43,2024-04-01 13:12:40,IP Address,152.20.104.1,100,296,True,2024-04-01 13:12:40,R_2gOvwCUX7pII4z8,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,Yes,Associate of Arts,Five-semester,4th,Frequently,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Frequently,Sometimes,Always,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Always,Rarely,Frequently,Sometimes,Always,Always,Rarely,Sometimes,Frequently,Frequently,Rarely,Never,Sometimes,Sometimes,Frequently,Frequently,Frequently
2024-04-01 13:14:38,2024-04-01 13:20:07,IP Address,152.20.103.254,100,328,True,2024-04-01 13:20:07,R_1hTD4Jvz25hQiTn,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Five-semester,4th,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,Frequently,Rarely,Sometimes,Frequently,Sometimes,Rarely,Sometimes,Frequently,Frequently,Sometimes,Always,Always,Rarely,Frequently,Always,Sometimes,Frequently,Rarely,Sometimes,Frequently,Frequently,Rarely,Rarely
2024-04-01 13:17:51,2024-04-01 13:26:58,IP Address,152.20.180.2,100,547,True,2024-04-01 13:26:59,R_1mF30jNLmeIB5lV,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Latino or Hispanic,,Single,,No,,Five-semester,4th,Sometimes,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Frequently,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Frequently,Sometimes,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Never,Never,Never,Rarely,Frequently,Always,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Rarely,Sometimes,Frequently,Sometimes,Sometimes,Sometimes
2024-04-01 13:24:52,2024-04-01 13:29:32,IP Address,152.20.103.1,100,280,True,2024-04-01 13:29:33,R_7sTblCWR5lKrBUR,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Married,,No,,Five-semester,4th,Rarely,Rarely,Rarely,Rarely,Frequently,Frequently,Sometimes,Sometimes,Frequently,Frequently,Rarely,Sometimes,Frequently,Rarely,Never,Frequently,Rarely,Frequently,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently
2024-04-01 13:26:58,2024-04-01 13:30:37,IP Address,152.20.180.2,100,219,True,2024-04-01 13:30:38,R_2hcma0DGoNMyaDZ,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Latino or Hispanic,,Single,,Yes,Associates in Science,Five-semester,4th,Never,Never,Rarely,Never,Always,Rarely,Always,Sometimes,Frequently,Frequently,Frequently,Rarely,Sometimes,Rarely,Never,Frequently,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Frequently,Frequently,Frequently,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Rarely,Frequently,Frequently,Sometimes
2024-04-01 13:37:11,2024-04-01 13:42:00,IP Address,152.20.104.1,100,288,True,2024-04-01 13:42:01,R_7f9pNi4X78hKoCq,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Five-semester,4th,Rarely,Never,Never,Rarely,Frequently,Frequently,Sometimes,Sometimes,Always,Frequently,Frequently,Never,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Sometimes,Sometimes,Always,Sometimes,Rarely,Sometimes,Frequently,Always,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Rarely
2024-03-25 14:17:26,2024-03-25 14:17:48,IP Address,174.245.80.108,47,22,False,2024-04-01 14:17:51,R_3DnYzyYwbBjC3Sc,,,,,,,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Five-semester,5th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01 21:06:40,2024-04-01 21:10:44,IP Address,68.250.110.237,100,244,True,2024-04-01 21:10:45,R_6jCilzd53kQBRkY,,,,,34.2283,-77.9519,anonymous,EN,I agree,Female,,18-24,Latino or Hispanic,,Single,,No,,Five-semester,4th,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Never,Always,Sometimes,Frequently,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Sometimes,Rarely,Frequently,Frequently,Sometimes,Sometimes,Always,Always,Rarely,Frequently,Frequently,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently
2024-04-01 21:11:25,2024-04-01 21:19:04,IP Address,173.93.110.6,100,458,True,2024-04-01 21:19:05,R_6dmZQ7yFZqqiTtA,,,,,34.157,-77.9136,anonymous,EN,I agree,Female,,35-44,Caucasian,,Married,,Yes,"associate in science ",Five-semester,4th,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,Never,Rarely,Rarely,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Rarely,Rarely,Always,Sometimes,Never,Frequently,Frequently,Frequently,Rarely,Rarely,Sometimes,Frequently,Never,Frequently,Sometimes
2024-04-01 21:25:42,2024-04-01 21:29:38,IP Address,172.59.220.58,100,235,True,2024-04-01 21:29:38,R_3WQj2UMXkaRjGoh,,,,,35.2296,-80.843,anonymous,EN,I agree,Female,,18-24,Caucasian,,Engaged,,No,,Five-semester,4th,Frequently,Sometimes,Frequently,Frequently,Always,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Frequently,Rarely,Rarely,Sometimes,Frequently,Frequently,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
2024-04-01 21:25:23,2024-04-01 21:33:35,IP Address,140.82.218.242,100,492,True,2024-04-01 21:33:35,R_2eJIXQRxv6Ms0mu,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Five-semester,4th,Sometimes,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Frequently,Frequently,Frequently,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Frequently,Frequently,Frequently,Sometimes,Sometimes,Frequently,Always,Sometimes,Sometimes,Always,Frequently,Frequently,Frequently,Frequently
2024-04-01 21:54:52,2024-04-01 22:00:42,IP Address,76.38.51.95,100,349,True,2024-04-01 22:00:42,R_2cyVuunhU4swbzr,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Five-semester,4th,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Rarely,Frequently,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Rarely,Rarely,Rarely,Never,Frequently,Sometimes,Frequently,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently
2024-04-01 22:01:55,2024-04-01 22:06:15,IP Address,76.38.48.141,100,259,True,2024-04-01 22:06:15,R_6kERLQfZSZAbPyB,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Five-semester,4th,Sometimes,Sometimes,Sometimes,Frequently,Always,Sometimes,Always,Always,Sometimes,Frequently,Rarely,Frequently,Sometimes,Frequently,Always,Rarely,Sometimes,Frequently,Frequently,Sometimes,Never,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Frequently,Frequently,Frequently,Sometimes,Frequently,Rarely,Frequently,Sometimes,Frequently
2024-04-01 22:32:28,2024-04-01 22:41:43,IP Address,76.38.50.124,100,554,True,2024-04-01 22:41:44,R_2r0VXkbAqvqkvMJ,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,Yes,Associates in science,Five-semester,4th,Frequently,Frequently,Sometimes,Frequently,Always,Frequently,Always,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Frequently,Never,Never,Frequently,Always,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Never,Sometimes,Frequently,Frequently,Frequently,Always,Frequently,Always,Always,Always,Sometimes,Rarely,Rarely,Rarely,Never,Always,Sometimes
2024-04-01 22:42:06,2024-04-01 22:48:47,IP Address,76.38.51.95,100,400,True,2024-04-01 22:48:47,R_5cbFhz5BoAmjWdj,,,,,34.2243,-77.8849,anonymous,EN,I agree,Female,,18-24,Caucasian,,Single,,No,,Five-semester,4th,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Always,Sometimes,Frequently,Frequently,Rarely,Sometimes,Frequently,Rarely,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Frequently,Always,Sometimes,Always,Frequently,Rarely,Frequently,Frequently,Frequently,Rarely,Sometimes,Frequently,Rarely,Frequently,Frequently,Always
2024-04-02 01:08:57,2024-04-02 01:13:39,IP Address,47.35.235.129,100,282,True,2024-04-02 01:13:40,R_3Ei2N4DBe03aH3T,,,,,34.3914,-77.6597,anonymous,EN,I agree,Female,,25-34,Latino or Hispanic,,Single,,No,,Five-semester,4th,Never,Never,Never,Never,Never,Rarely,Rarely,Always,Frequently,Always,Frequently,Sometimes,Rarely,Never,Frequently,Rarely,Sometimes,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Frequently,Frequently,Never,Frequently,Always,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Frequently,Rarely
